#This file was generated on Tue Mar 21 22:52:37 2023
#Using the somd command, of the molecular library Sire version <2023.1.3> 
#For more information visit: https://github.com/openbiosim/sire
#
#General information on simulation parameters:
#Simulation used 25000 moves, 60 cycles and 3000 ps of simulation time
#Generating lambda is		 0.10500
#Alchemical array is		 (0.0, 0.105, 0.221, 0.348, 0.477, 0.603, 0.742, 1.0)
#Generating temperature is 	25°C
#Energy was saved every 100 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
    1100           -1.67991529e+04            5.14455885e+02            5.97938586e-01            1.67304370e+00    -3.530761215113283e+02    -2.964073458508342e+02    -2.399556155585465e+02    -1.855588398223992e+02    -1.382327501720221e+02    -9.972003308563016e+01    -6.607588102339081e+01    -2.821556568406083e+01
    1200           -1.68109862e+04            4.95973400e+02            6.09113402e-01            1.64246142e+00    -3.454409315478035e+02    -2.907345582043014e+02    -2.364052675299573e+02    -1.842772069677385e+02    -1.391968022224412e+02    -1.028203508566493e+02    -7.146736863888123e+01    -3.767743369679763e+01
    1300           -1.67634270e+04            5.14016028e+02            5.98223541e-01            1.67236915e+00    -3.507307372185645e+02    -2.941170612235094e+02    -2.377084267882399e+02    -1.833372257312017e+02    -1.360141309009828e+02    -9.748192612664678e+01    -6.379060781797467e+01    -2.577133795907966e+01
    1400           -1.67198823e+04            5.19781658e+02            5.94779440e-01            1.68202544e+00    -3.585478450247602e+02    -3.012432610351191e+02    -2.442737355469459e+02    -1.895322129837340e+02    -1.420937031734246e+02    -1.037024812490191e+02    -7.045758709952838e+01    -3.407574570686624e+01
    1500           -1.67197914e+04            5.05468729e+02            6.03364438e-01            1.65815173e+00    -3.555170284426870e+02    -2.997417061003978e+02    -2.444010288747755e+02    -1.913699492800675e+02    -1.455907658442794e+02    -1.087443665188354e+02    -7.711665488154343e+01    -4.349453152767656e+01
    1600           -1.67330047e+04            5.06559115e+02            6.02687902e-01            1.65990843e+00    -3.600364821725907e+02    -3.041250902764993e+02    -2.486821494808202e+02    -1.955969142586594e+02    -1.498245693378990e+02    -1.130450646871314e+02    -8.156011604479345e+01    -4.839482786256368e+01
    1700           -1.67579797e+04            5.19778011e+02            5.94775226e-01            1.68200125e+00    -3.535718789223761e+02    -2.963162520602089e+02    -2.392852453818720e+02    -1.843372762664335e+02    -1.365401889862817e+02    -9.765384347190658e+01    -6.369664373449033e+01    -2.553091475176339e+01
    1800           -1.67307778e+04            4.94428636e+02            6.10062480e-01            1.63994609e+00    -3.421690701989816e+02    -2.876655190232060e+02    -2.334678354783303e+02    -1.813725803552546e+02    -1.362062669844343e+02    -9.963001675776361e+01    -6.792367240507181e+01    -3.310831163154509e+01
    1900           -1.67637340e+04            5.00277681e+02            6.06491044e-01            1.64952942e+00    -3.446474954791192e+02    -2.894078138369611e+02    -2.346734237988002e+02    -1.823235773290586e+02    -1.372550247089991e+02    -1.011208809120629e+02    -7.029974672359040e+01    -3.823259700262754e+01
    2000           -1.66823494e+04            5.11999590e+02            5.99425951e-01            1.66898616e+00    -3.608145938560673e+02    -3.044027265134495e+02    -2.482412925743873e+02    -1.941699694037241e+02    -1.471826545269625e+02    -1.090087999140662e+02    -7.574766615173948e+01    -3.862377247650224e+01
    2100           -1.66952793e+04            5.07818945e+02            6.01926219e-01            1.66199301e+00    -3.532020175415860e+02    -2.971832798867237e+02    -2.415638723267352e+02    -1.882158189755844e+02    -1.421019982585248e+02    -1.049164121303925e+02    -7.290038373839772e+01    -3.851815519931137e+01
    2200           -1.66768570e+04            4.81351727e+02            6.18072296e-01            1.61858710e+00    -3.377529618651675e+02    -2.845832981015346e+02    -2.319506602261431e+02    -1.816789599198875e+02    -1.384828424888505e+02    -1.039455912885679e+02    -7.462009082494370e+01    -4.458936925346348e+01
    2300           -1.67461089e+04            5.03023265e+02            6.04819301e-01            1.65404035e+00    -3.444177875069996e+02    -2.889049882255300e+02    -2.338379656985938e+02    -1.810866559709306e+02    -1.355704613463810e+02    -9.896029877347340e+01    -6.756955725674898e+01    -3.432148197951749e+01
    2400           -1.67015072e+04            4.95537773e+02            6.09346433e-01            1.64165886e+00    -3.552492368105998e+02    -3.005356980783355e+02    -2.463163870869387e+02    -1.944508861571015e+02    -1.497891498453098e+02    -1.139694484626471e+02    -8.340021185668796e+01    -5.153643676305821e+01
    2500           -1.68535840e+04            4.93752081e+02            6.10461277e-01            1.63879915e+00    -3.346735170208237e+02    -2.801764026992105e+02    -2.261374937531781e+02    -1.743987400164720e+02    -1.297900467858848e+02    -9.394856126770172e+01    -6.327081881610564e+01    -3.097088451337581e+01
    2600           -1.67431496e+04            4.84946924e+02            6.15872131e-01            1.62446403e+00    -3.320992683686942e+02    -2.785139729926451e+02    -2.255123901176377e+02    -1.749453192938205e+02    -1.315653279683115e+02    -9.696149493480448e+01    -6.769209882064013e+01    -3.812583685985855e+01
    2700           -1.67702272e+04            5.05713076e+02            6.03205811e-01            1.65852611e+00    -3.417393310698057e+02    -2.859479252193927e+02    -2.305686515489372e+02    -1.774701837739856e+02    -1.315957023555883e+02    -9.463007822788737e+01    -6.284086689372958e+01    -2.883557354925600e+01
    2800           -1.67757774e+04            4.99268153e+02            6.07100243e-01            1.64785584e+00    -3.520109928146863e+02    -2.969287709707950e+02    -2.422574553557379e+02    -1.898431402902950e+02    -1.445662902245603e+02    -1.080897289223861e+02    -7.673144985939676e+01    -4.322425141239415e+01
    2900           -1.68029080e+04            5.10291815e+02            6.00471221e-01            1.66619580e+00    -3.540276440093164e+02    -2.977603081665284e+02    -2.418376663839003e+02    -1.881230366592693e+02    -1.415999086439351e+02    -1.039786096521098e+02    -7.144072083482438e+01    -3.597530291272442e+01
    3000           -1.67604487e+04            5.09835129e+02            6.00726728e-01            1.66538298e+00    -3.567111866910305e+02    -3.005217869790501e+02    -2.446182273211917e+02    -1.908439324594189e+02    -1.441740301344788e+02    -1.063255039346939e+02    -7.344077174544674e+01    -3.706421805052903e+01
    3100           -1.67245099e+04            5.08919730e+02            6.01282182e-01            1.66387385e+00    -3.575767628042160e+02    -3.015211787884116e+02    -2.456805570587445e+02    -1.918728095611996e+02    -1.450594965181992e+02    -1.069643162527763e+02    -7.368537667155762e+01    -3.623753412638478e+01
    3200           -1.68032076e+04            5.23072535e+02            5.92824706e-01            1.68756817e+00    -3.598548508075395e+02    -3.022794076995299e+02    -2.448330707051984e+02    -1.893556101211209e+02    -1.409407616526026e+02    -1.013732123928394e+02    -6.657537889576049e+01    -2.660130289603658e+01
    3300           -1.67345619e+04            5.03934558e+02            6.04268986e-01            1.65555000e+00    -3.490221927430149e+02    -2.934880258256569e+02    -2.382299080928413e+02    -1.850677667039174e+02    -1.389185150489652e+02    -1.014801407491597e+02    -6.893505932842670e+01    -3.287524229150178e+01
    3400           -1.67502761e+04            5.19798808e+02            5.94772483e-01            1.68206346e+00    -3.512294107962952e+02    -2.940176593414641e+02    -2.369336595722934e+02    -1.818054005135623e+02    -1.336944754646105e+02    -9.437437672197777e+01    -5.979284747824039e+01    -2.006270722121242e+01
    3500           -1.67837000e+04            5.21001747e+02            5.94061200e-01            1.68409876e+00    -3.520112075330166e+02    -2.946599186465739e+02    -2.374528911142855e+02    -1.822274172700481e+02    -1.340577345184178e+02    -9.471927964129625e+01    -6.016216168590249e+01    -2.060163159046054e+01
    3600           -1.67048963e+04            5.04647910e+02            6.03837882e-01            1.65673085e+00    -3.572837138151158e+02    -3.016721011979529e+02    -2.463267546543059e+02    -1.930671441991353e+02    -1.468169220053868e+02    -1.092778472194340e+02    -7.661942114104845e+01    -4.034281266424978e+01
    3700           -1.67008729e+04            5.06927792e+02            6.02470126e-01            1.66053259e+00    -3.553554640783602e+02    -2.994770344965744e+02    -2.439080046969198e+02    -1.904890809966757e+02    -1.441685027405187e+02    -1.066497987373168e+02    -7.411592372372208e+01    -3.835446380386433e+01
    3800           -1.67112167e+04            5.22184036e+02            5.93365815e-01            1.68610965e+00    -3.665227804218147e+02    -3.089965099984572e+02    -2.517142697173717e+02    -1.965487531105926e+02    -1.485921575096565e+02    -1.096099204022767e+02    -7.561552281185004e+01    -3.757156041733599e+01
    3900           -1.67365550e+04            5.17819701e+02            5.95933033e-01            1.67868781e+00    -3.638638780802480e+02    -3.068122166816169e+02    -2.500114242996559e+02    -1.953214226616896e+02    -1.477927440193372e+02    -1.091747773870685e+02    -7.552071875058837e+01    -3.793734714758780e+01
    4000           -1.67380381e+04            5.18665287e+02            5.95439996e-01            1.68013797e+00    -3.697476269166483e+02    -3.126628300680455e+02    -2.556999290547189e+02    -2.006812870883762e+02    -1.526570370426386e+02    -1.133976199874096e+02    -7.885554198515588e+01    -3.912220483129907e+01
    4100           -1.67749731e+04            5.12491783e+02            5.99127147e-01            1.66979711e+00    -3.585276770420451e+02    -3.020421761050938e+02    -2.458513209058971e+02    -1.918105250764163e+02    -1.449212395203963e+02    -1.069083833640386e+02    -7.389964512870175e+01    -3.745210466539236e+01
    4200           -1.66920732e+04            5.08182506e+02            6.01733301e-01            1.66266886e+00    -3.648470570334038e+02    -3.088322916397080e+02    -2.531168212225257e+02    -1.995425511103036e+02    -1.530694649286921e+02    -1.154070222185949e+02    -8.272046990284599e+01    -4.669211970557041e+01
    4300           -1.66862825e+04            5.13021891e+02            5.98802832e-01            1.67066355e+00    -3.556409256061995e+02    -2.991359800572523e+02    -2.428404185815855e+02    -1.885848002091695e+02    -1.413701620574710e+02    -1.029351451924250e+02    -6.934112380203990e+01    -3.147479316791365e+01
    4400           -1.66819547e+04            5.05012296e+02            6.03598950e-01            1.65728264e+00    -3.567944457462211e+02    -3.011310653893155e+02    -2.457630081897328e+02    -1.925202234101405e+02    -1.463315058581660e+02    -1.088957991090364e+02    -7.640101093977390e+01    -4.056615754258041e+01
    4500           -1.67603982e+04            5.12982821e+02            5.98821335e-01            1.67058463e+00    -3.633636288519839e+02    -3.068158606795008e+02    -2.505850451373405e+02    -1.965350503744113e+02    -1.496735475121802e+02    -1.117238414900940e+02    -7.882610311332881e+01    -4.269953418773935e+01
    4600           -1.66964928e+04            5.09253472e+02            6.01079024e-01            1.66442227e+00    -3.480775237560167e+02    -2.919456261452967e+02    -2.361179929062658e+02    -1.824417069632582e+02    -1.358872775644646e+02    -9.816700542874915e+01    -6.544151932009115e+01    -2.940984956285873e+01
    4700           -1.66676098e+04            5.11934875e+02            5.99479346e-01            1.66891880e+00    -3.561356420612483e+02    -2.997346123930107e+02    -2.435722099831082e+02    -1.894842628998791e+02    -1.424634444854286e+02    -1.042406363634688e+02    -7.090693855533256e+01    -3.359670202196495e+01
    4800           -1.66907045e+04            5.03010151e+02            6.04833296e-01            1.65403523e+00    -3.540272553717747e+02    -2.985287847584409e+02    -2.434526748997609e+02    -1.906613645089805e+02    -1.450723800977903e+02    -1.083598833076794e+02    -7.682037614180156e+01    -4.319646331006440e+01
    4900           -1.66441545e+04            5.09248509e+02            6.01091760e-01            1.66444102e+00    -3.385784799828871e+02    -2.824040412496030e+02    -2.266303409537723e+02    -1.731345073809530e+02    -1.268933599171585e+02    -8.960552910055311e+01    -5.750209158436305e+01    -2.302817023608253e+01
    5000           -1.66763052e+04            4.89764269e+02            6.12886774e-01            1.63224027e+00    -3.382330359155949e+02    -2.841766038104055e+02    -2.305724640080921e+02    -1.792469854307121e+02    -1.349910011501994e+02    -9.942876039002073e+01    -6.898427239566188e+01    -3.690922775335619e+01
    5100           -1.67024367e+04            4.94230841e+02            6.10156695e-01            1.63955064e+00    -3.449987421886229e+02    -2.904658944531191e+02    -2.363544934190517e+02    -1.844965706260107e+02    -1.397243719411400e+02    -1.036817999079388e+02    -7.273483533456375e+01    -3.980332456728785e+01
    5200           -1.67158108e+04            4.96794334e+02            6.08584423e-01            1.64373162e+00    -3.371645054992416e+02    -2.823331758792801e+02    -2.279531536915407e+02    -1.758748396434930e+02    -1.309575216995946e+02    -9.484986979351480e+01    -6.391900285632946e+01    -3.126175302067474e+01
    5300           -1.67674297e+04            5.04007651e+02            6.04212110e-01            1.65563618e+00    -3.532608405254019e+02    -2.976879504506735e+02    -2.424518822803313e+02    -1.893920895882272e+02    -1.434304442303322e+02    -1.062566707220452e+02    -7.409681429702719e+01    -3.901145448650234e+01
    5400           -1.67463958e+04            4.99016125e+02            6.07273424e-01            1.64749526e+00    -3.369967013577789e+02    -2.818976127044937e+02    -2.273050470459910e+02    -1.750941211499643e+02    -1.301492675634150e+02    -9.411896709639616e+01    -6.339294504701392e+01    -3.144822102383473e+01
    5500           -1.66761662e+04            5.06281061e+02            6.02867580e-01            1.65948019e+00    -3.453116950876211e+02    -2.894723607392444e+02    -2.340081894972548e+02    -1.807782850847705e+02    -1.347291307105934e+02    -9.755280303233891e+01    -6.548523342265953e+01    -3.083559578180108e+01
    5600           -1.67325261e+04            5.00897468e+02            6.06131090e-01            1.65059518e+00    -3.420421430976525e+02    -2.867818391686098e+02    -2.319326160349621e+02    -1.793461174397637e+02    -1.339185191668116e+02    -9.731823134756448e+01    -6.585044841965262e+01    -3.221498307802091e+01
    5700           -1.67216956e+04            5.11649592e+02            5.99641800e-01            1.66841885e+00    -3.475175029974553e+02    -2.911063853117256e+02    -2.350307469347355e+02    -1.811556821493117e+02    -1.344771691463447e+02    -9.671142941677348e+01    -6.402261472155462e+01    -2.830046588553140e+01
    5800           -1.67086320e+04            5.01869793e+02            6.05552828e-01            1.65223037e+00    -3.497856954212850e+02    -2.944591278757428e+02    -2.394539420482629e+02    -1.865971107928770e+02    -1.407884433020170e+02    -1.037122370117849e+02    -7.160065097561292e+01    -3.643981628043985e+01
    5900           -1.66845153e+04            4.81110487e+02            6.18228754e-01            1.61821589e+00    -3.246034332875178e+02    -2.714480135404819e+02    -2.188561932258698e+02    -1.686594259625963e+02    -1.255717912975615e+02    -9.117196069801255e+01    -6.203413482807268e+01    -3.245215675212926e+01
    6000           -1.67340611e+04            4.99026513e+02            6.07254433e-01            1.64747797e+00    -3.354709317831408e+02    -2.804024734282235e+02    -2.257751094947873e+02    -1.734434016491009e+02    -1.282874962127405e+02    -9.196503060489499e+01    -6.081804644471276e+01    -2.781773570780909e+01
    6100           -1.66730884e+04            4.89010962e+02            6.13339200e-01            1.63098605e+00    -3.323847082794396e+02    -2.783329524422386e+02    -2.249031349731604e+02    -1.739723155046491e+02    -1.303351372099179e+02    -9.558939980122233e+01    -6.628878423832731e+01    -3.701299812168956e+01
    6200           -1.67942394e+04            5.03619094e+02            6.04480880e-01            1.65508596e+00    -3.382141625022408e+02    -2.826653676203985e+02    -2.274996463752858e+02    -1.745693014253316e+02    -1.287953972395328e+02    -9.185965371343104e+01    -6.002505550873165e+01    -2.571771002683870e+01
    6300           -1.68100590e+04            4.97776440e+02            6.08015571e-01            1.64542399e+00    -3.368106069730412e+02    -2.818448224345003e+02    -2.273889891267368e+02    -1.753150260521485e+02    -1.304957305486595e+02    -9.457481898549180e+01    -6.395428433108302e+01    -3.216321702425611e+01
    6400           -1.68129928e+04            5.09514247e+02            6.00910674e-01            1.66482416e+00    -3.442503222011649e+02    -2.880784981677841e+02    -2.322370403899613e+02    -1.785821099097531e+02    -1.320884195683402e+02    -9.446540866033263e+01    -6.189074710964216e+01    -2.626012414578533e+01
    6500           -1.67626167e+04            4.94970795e+02            6.09700757e-01            1.64075185e+00    -3.488434867010627e+02    -2.942148916179349e+02    -2.400409287220667e+02    -1.881666009707574e+02    -1.434333214798016e+02    -1.074829125516268e+02    -7.669967852236151e+01    -4.424465180068263e+01
    6600           -1.67997190e+04            5.07813591e+02            6.01930974e-01            1.66198834e+00    -3.462095310724770e+02    -2.902004421546867e+02    -2.345694408720302e+02    -1.811818000662811e+02    -1.349990269188701e+02    -9.771808042537832e+01    -6.556481290900385e+01    -3.083869106829719e+01
    6700           -1.66742976e+04            4.89980711e+02            6.12782681e-01            1.63266965e+00    -3.357330126270300e+02    -2.816591925235916e+02    -2.280225731332472e+02    -1.766454531802545e+02    -1.323199225872683e+02    -9.667301477434907e+01    -6.611600442722491e+01    -3.377888885596045e+01
    6800           -1.66707283e+04            4.96757000e+02            6.08632646e-01            1.64373912e+00    -3.304579517299514e+02    -2.756035688228642e+02    -2.212582763573509e+02    -1.692903044295165e+02    -1.245625450480947e+02    -8.871541902347799e+01    -5.815834065461346e+01    -2.643506784215031e+01
    6900           -1.66944244e+04            4.95243890e+02            6.09552426e-01            1.64124888e+00    -3.409036863219970e+02    -2.862028480905630e+02    -2.320473611309902e+02    -1.803115528112853e+02    -1.358455930607085e+02    -1.002794936408362e+02    -7.006143026669322e+01    -3.904813269940916e+01
    7000           -1.67652973e+04            5.13060095e+02            5.98783108e-01            1.67073618e+00    -3.549084224045522e+02    -2.983449069506188e+02    -2.421092772455198e+02    -1.880692560756664e+02    -1.412341155999865e+02    -1.033259705897717e+02    -7.049219525571601e+01    -3.453483437876837e+01
    7100           -1.67725879e+04            5.09981396e+02            6.00622708e-01            1.66558177e+00    -3.462274861150315e+02    -2.900307971790320e+02    -2.341020104327511e+02    -1.802792910320167e+02    -1.335379731818122e+02    -9.559804121232224e+01    -6.258765775371631e+01    -2.590890009858214e+01
    7200           -1.66526150e+04            5.08939553e+02            6.01242326e-01            1.66382952e+00    -3.530542715299666e+02    -2.969816977319512e+02    -2.411552382265597e+02    -1.874028122359999e+02    -1.406881695153843e+02    -1.027307465309710e+02    -6.965120338910337e+01    -3.270535930612409e+01
    7300           -1.67031243e+04            5.14770941e+02            5.97778047e-01            1.67364876e+00    -3.541873966951346e+02    -2.975297135846386e+02    -2.409922221462199e+02    -1.863833888911310e+02    -1.387155891943295e+02    -9.974608516428015e+01    -6.545707239703137e+01    -2.600789049612065e+01
    7400           -1.67995508e+04            5.06650205e+02            6.02636196e-01            1.66006843e+00    -3.493860491575194e+02    -2.935068182550324e+02    -2.380075848852973e+02    -1.847502499061434e+02    -1.386848155011936e+02    -1.015040039506680e+02    -6.944446324292164e+01    -3.484591728643266e+01
    7500           -1.67033274e+04            5.02922852e+02            6.04897161e-01            1.65392109e+00    -3.458485172572192e+02    -2.903649612182878e+02    -2.352917611630170e+02    -1.824873826400402e+02    -1.368677848888084e+02    -1.001083998366455e+02    -6.849775694906623e+01    -3.468786377209377e+01
    7600           -1.67225533e+04            4.98146985e+02            6.07767975e-01            1.64597330e+00    -3.328125097245024e+02    -2.778219272198485e+02    -2.233121826584061e+02    -1.711475186347830e+02    -1.262020136705167e+02    -9.012475710351892e+01    -5.929378874215686e+01    -2.700659925107461e+01
    7700           -1.67220628e+04            4.97966887e+02            6.07895235e-01            1.64572506e+00    -3.288858526761996e+02    -2.739178286305183e+02    -2.194234700851987e+02    -1.672640068689382e+02    -1.223114589980661e+02    -8.621525586188655e+01    -5.534963220028006e+01    -2.295973928644093e+01
    7800           -1.67243627e+04            5.19781994e+02            5.94783084e-01            1.68203688e+00    -3.608810221922898e+02    -3.036371700652447e+02    -2.465904110062231e+02    -1.915906160072423e+02    -1.437038289833353e+02    -1.046938856583835e+02    -7.055903017259341e+01    -3.194868057863677e+01
    7900           -1.66919954e+04            5.11482447e+02            5.99767523e-01            1.66821090e+00    -3.403294248256325e+02    -2.838651801437700e+02    -2.278983624283947e+02    -1.743439448838889e+02    -1.282068975795892e+02    -9.117988394476762e+01    -5.954659220593384e+01    -2.645272160393615e+01
    8000           -1.66840763e+04            4.91106759e+02            6.12064385e-01            1.63443261e+00    -3.336869086415826e+02    -2.794970615297217e+02    -2.257242589215908e+02    -1.741884885178267e+02    -1.296914637843176e+02    -9.386711212777128e+01    -6.310283484883149e+01    -3.034916894871295e+01
    8100           -1.66863479e+04            5.05670282e+02            6.03193605e-01            1.65835061e+00    -3.473117080498134e+02    -2.915329287317401e+02    -2.361437616744534e+02    -1.830058380743147e+02    -1.370606931050770e+02    -9.999622559610332e+01    -6.806382093623934e+01    -3.369776465469234e+01
    8200           -1.66826913e+04            5.12020514e+02            5.99410158e-01            1.66901203e+00    -3.551974373844936e+02    -2.988448606623394e+02    -2.426129214820852e+02    -1.883006557124732e+02    -1.408933586653913e+02    -1.021388253578811e+02    -6.804165031077720e+01    -2.882243739389403e+01
    8300           -1.66840692e+04            5.06764889e+02            6.02585830e-01            1.66031046e+00    -3.595469522571871e+02    -3.036687459121417e+02    -2.481413242970321e+02    -1.948176653073668e+02    -1.486470215920032e+02    -1.113265067736639e+02    -7.907062871288383e+01    -4.399011822264165e+01
    8400           -1.66843628e+04            5.11832444e+02            5.99539005e-01            1.66874299e+00    -3.546479940019638e+02    -2.982734905698235e+02    -2.421094431136617e+02    -1.879824902863999e+02    -1.408822161144868e+02    -1.025430575331690e+02    -6.903653284259849e+01    -3.128196417165287e+01
    8500           -1.67465700e+04            5.21116208e+02            5.93997274e-01            1.68430307e+00    -3.585047974113348e+02    -3.010494924099476e+02    -2.439404263862941e+02    -1.890784917376997e+02    -1.415523329650625e+02    -1.031092051186848e+02    -6.984571681047136e+01    -3.353682057152995e+01
    8600           -1.66976398e+04            5.03231783e+02            6.04703085e-01            1.65441233e+00    -3.458596894465558e+02    -2.902533731691686e+02    -2.352543538578847e+02    -1.827837656020508e+02    -1.377734910223560e+02    -1.018722798342399e+02    -7.150986011637276e+01    -4.085513018094768e+01
    8700           -1.66654383e+04            5.12019276e+02            5.99410069e-01            1.66900765e+00    -3.502884317361050e+02    -2.938678146719196e+02    -2.377110872246008e+02    -1.836622676568100e+02    -1.367163468233250e+02    -9.860093394593713e+01    -6.542492562731462e+01    -2.851647840201126e+01
    8800           -1.67319791e+04            4.87340323e+02            6.14369742e-01            1.62827684e+00    -3.190967441783001e+02    -2.652843480026400e+02    -2.119664810023964e+02    -1.609744562891397e+02    -1.170786741858096e+02    -8.188914737921903e+01    -5.187974929223245e+01    -2.067888255556753e+01
    8900           -1.67130854e+04            5.04391919e+02            6.04021925e-01            1.65638755e+00    -3.385688691221216e+02    -2.828998239570906e+02    -2.276943755534743e+02    -1.748326149263685e+02    -1.292482650725663e+02    -9.261434378579976e+01    -6.124650070488367e+01    -2.817746481343904e+01
    9000           -1.66969637e+04            5.07501413e+02            6.02114422e-01            1.66145719e+00    -3.470908849896826e+02    -2.910950363690866e+02    -2.355273045989502e+02    -1.822675657925783e+02    -1.362774965179434e+02    -9.924584816285402e+01    -6.743758674346459e+01    -3.354652902342716e+01
    9100           -1.67614019e+04            4.99499080e+02            6.06961095e-01            1.64823922e+00    -3.501958885710681e+02    -2.951113981134142e+02    -2.403883176988627e+02    -1.878580352447763e+02    -1.423998855198103e+02    -1.056844802946838e+02    -7.399194976132627e+01    -3.966747799351637e+01
    9200           -1.67961140e+04            4.89131150e+02            6.13268478e-01            1.63119004e+00    -3.324158136655669e+02    -2.783795782265638e+02    -2.249054601834669e+02    -1.738520664627561e+02    -1.300111936851004e+02    -9.498943358366819e+01    -6.529592366919559e+01    -3.504515837460860e+01
    9300           -1.67599145e+04            5.01893733e+02            6.05529134e-01            1.65224483e+00    -3.384875877253535e+02    -2.830872959433767e+02    -2.281627310774977e+02    -1.755891467839759e+02    -1.302767916879187e+02    -9.388845864833648e+01    -6.276844529807703e+01    -3.009522359796799e+01
    9400           -1.67919689e+04            5.04150455e+02            6.04142168e-01            1.65591740e+00    -3.463628418695017e+02    -2.907113604818719e+02    -2.355436351227691e+02    -1.827453608765756e+02    -1.372491781188586e+02    -1.007244444240649e+02    -6.950345182497276e+01    -3.678049589918173e+01
    9500           -1.67542972e+04            5.11602567e+02            5.99666396e-01            1.66833037e+00    -3.406151837392764e+02    -2.841287885366604e+02    -2.281601220627493e+02    -1.746312488353764e+02    -1.285494948992915e+02    -9.160508866007186e+01    -6.009570859470165e+01    -2.732289959838618e+01
    9600           -1.67923164e+04            4.91873179e+02            6.11623474e-01            1.63576066e+00    -3.339858402728429e+02    -2.796762291816531e+02    -2.258666313153732e+02    -1.744054412759804e+02    -1.301072297006857e+02    -9.459666624754927e+01    -6.431574768307408e+01    -3.284065857554970e+01
    9700           -1.67350564e+04            5.15908906e+02            5.97083176e-01            1.67551229e+00    -3.466363643137425e+02    -2.897907407343525e+02    -2.332045743635144e+02    -1.787338986207800e+02    -1.314111465303978e+02    -9.297796818211751e+01    -5.950905975367937e+01    -2.221727284969250e+01
    9800           -1.67486187e+04            5.00562187e+02            6.06319817e-01            1.65000232e+00    -3.427143341428850e+02    -2.875054115581668e+02    -2.326686205315544e+02    -1.800424113405189e+02    -1.345174693052335e+02    -9.776658279259584e+01    -6.606910498644451e+01    -3.183038450394041e+01
